PROVINCIA;COMARCA;MUNICIPIO;GRUPO DE CULTIVO;CULTIVO;SUPERFICIE CULTIVADA (ha);DOTACION (m3/ha);CONSUMO ESTIMADO (m3);PRECIO MEDIO AGUA (euros/m3);COSTE ESTIMADO (euros)
CASTELLON;ALTO PALANCIA;VALL DE ALMONACID;FLORES Y P. ORNAMENTALES;PLANTAS ORNAMENTALES;1,00;3438,77;3438,77;1,19;4090,35
CASTELLON;ALTO PALANCIA;VIVER;CEREALES PARA GRANO;CEBADA;1,00;3438,77;3438,77;1,19;4090,35
CASTELLON;EL BAIX MAESTRAT;ALCALA DE XIVERT;CEREALES PARA GRANO;TRIGO;7,00;3438,77;24071,38;1,19;28632,46
CASTELLON;EL BAIX MAESTRAT;BENICARLO;CEREALES PARA GRANO;AVENA;1,00;3438,77;3438,77;1,19;4090,35
CASTELLON;EL BAIX MAESTRAT;CALIG;CEREALES PARA GRANO;CEBADA;1,00;3438,77;3438,77;1,19;4090,35
CASTELLON;EL BAIX MAESTRAT;CANET LO ROIG;CEREALES PARA GRANO;TRIGO;1,00;3438,77;3438,77;1,19;4090,35
CASTELLON;EL BAIX MAESTRAT;CASTELL DE CABRES;CEREALES PARA GRANO;AVENA;10,00;3438,77;34387,68;1,19;40903,52
CASTELLON;EL BAIX MAESTRAT;CERVERA DEL MAESTRE;CEREALES PARA GRANO;CEBADA;2,00;3438,77;6877,54;1,19;8180,70
CASTELLON;EL BAIX MAESTRAT;CHERT/XERT;CEREALES PARA GRANO;TRIGO;1,00;3438,77;3438,77;1,19;4090,35
CASTELLON;EL BAIX MAESTRAT;JANA (LA);CEREALES PARA GRANO;TRIGO;8,00;3438,77;27510,14;1,19;32722,82
CASTELLON;EL BAIX MAESTRAT;PENISCOLA/PENISCOLA;CEREALES PARA GRANO;CEBADA;1,00;3438,77;3438,77;1,19;4090,35
CASTELLON;EL BAIX MAESTRAT;POBLA DE BENIFASSA (LA);CEREALES PARA GRANO;TRIGO;1,00;3438,77;3438,77;1,19;4090,35
CASTELLON;EL BAIX MAESTRAT;ROSSELL;CEREALES PARA GRANO;TRIGO;2,00;3438,77;6877,54;1,19;8180,70
CASTELLON;EL BAIX MAESTRAT;SALZADELLA (LA);CEREALES PARA GRANO;TRIGO;10,00;3438,77;34387,68;1,19;40903,52
CASTELLON;EL BAIX MAESTRAT;SAN RAFAEL DEL RIO;CEREALES PARA GRANO;CEBADA;8,00;3438,77;27510,14;1,19;32722,82
CASTELLON;EL BAIX MAESTRAT;SANT JORDI/SAN JORGE;TUBERCULOS C. HUMANO;PATATA MEDIA ESTACION;1,00;3438,77;3438,77;1,19;4090,35
CASTELLON;EL BAIX MAESTRAT;SANT MATEU;CEREALES PARA GRANO;TRIGO;13,00;3438,77;44703,99;1,19;53174,58
CASTELLON;EL BAIX MAESTRAT;SANTA MAGDALENA DE PULPIS;CEREALES PARA GRANO;CEBADA;7,00;3438,77;24071,38;1,19;28632,46
CASTELLON;EL BAIX MAESTRAT;TRAIGUERA;CEREALES PARA GRANO;TRIGO;2,00;3438,77;6877,54;1,19;8180,70
CASTELLON;EL BAIX MAESTRAT;VINAROS;CEREALES PARA GRANO;TRIGO;2,00;3438,77;6877,54;1,19;8180,70
CASTELLON;ELS PORTS;CASTELLFORT;CEREALES PARA GRANO;TRIGO;2,00;3438,77;6877,54;1,19;8180,70
CASTELLON;ELS PORTS;CINCTORRES;CEREALES PARA GRANO;TRIGO;8,00;3438,77;27510,14;1,19;32722,82
CASTELLON;ELS PORTS;FORCALL;CEREALES PARA GRANO;TRIGO;19,00;3438,77;65336,59;1,19;77716,69
CASTELLON;ELS PORTS;HERBES;CEREALES PARA GRANO;CEBADA;9,00;3438,77;30948,91;1,19;36813,17
CASTELLON;ELS PORTS;MATA DE MORELLA (LA);CEREALES PARA GRANO;TRIGO;18,00;3438,77;61897,83;1,19;73626,34
CASTELLON;ELS PORTS;MORELLA;CEREALES PARA GRANO;TRIGO;122,00;3438,77;419529,71;1,19;499022,96
CASTELLON;ELS PORTS;OLOCAU DEL REY;CEREALES PARA GRANO;TRIGO;55,00;3438,77;189132,25;1,19;224969,37
CASTELLON;ELS PORTS;PALANQUES;CEREALES PARA GRANO;TRIGO;1,00;3438,77;3438,77;1,19;4090,35
CASTELLON;ELS PORTS;PORTELL DE MORELLA;CEREALES PARA GRANO;TRIGO;6,00;3438,77;20632,61;1,19;24542,11
CASTELLON;ELS PORTS;TODOLELLA;CEREALES PARA GRANO;TRIGO;30,00;3438,77;103163,04;1,19;122710,56
CASTELLON;ELS PORTS;VALLIBONA;CEREALES PARA GRANO;AVENA;14,00;3438,77;48142,75;1,19;57264,93
CASTELLON;ELS PORTS;VILLORES;CEREALES PARA GRANO;TRIGO;8,00;3438,77;27510,14;1,19;32722,82
CASTELLON;ELS PORTS;ZORITA DEL MAESTRAZGO;CEREALES PARA GRANO;TRIGO;7,00;3438,77;24071,38;1,19;28632,46
CASTELLON;L'ALCALATEN;ALCORA (L');CEREALES PARA GRANO;AVENA;6,00;3438,77;20632,61;1,19;24542,11
CASTELLON;L'ALCALATEN;ATZENETA DEL MAESTRAT;CEREALES PARA GRANO;TRIGO;4,00;3438,77;13755,07;1,19;16361,41
CASTELLON;L'ALCALATEN;BENAFIGOS;CEREALES PARA GRANO;TRIGO;1,00;3438,77;3438,77;1,19;4090,35
CASTELLON;L'ALCALATEN;CHODOS/XODOS;CEREALES PARA GRANO;AVENA;1,00;3438,77;3438,77;1,19;4090,35
CASTELLON;L'ALCALATEN;COSTUR;CEREALES PARA GRANO;AVENA;1,00;3438,77;3438,77;1,19;4090,35
CASTELLON;L'ALCALATEN;FIGUEROLES;CEREALES PARA GRANO;AVENA;2,00;3438,77;6877,54;1,19;8180,70
CASTELLON;L'ALCALATEN;LUCENA DEL CID;CEREALES PARA GRANO;TRIGO;1,00;3438,77;3438,77;1,19;4090,35
CASTELLON;L'ALCALATEN;USERAS/USERES (LES);CEREALES PARA GRANO;TRIGO;1,00;3438,77;3438,77;1,19;4090,35
CASTELLON;L'ALCALATEN;VISTABELLA DEL MAESTRAZGO;CEREALES PARA GRANO;TRIGO;6,00;3438,77;20632,61;1,19;24542,11
CASTELLON;L'ALT MAESTRAT;ALBOCASSER;CEREALES PARA GRANO;TRIGO;3,00;3438,77;10316,30;1,19;12271,06
CASTELLON;L'ALT MAESTRAT;ARES DEL MAESTRAT;CEREALES PARA GRANO;TRIGO;4,00;3438,77;13755,07;1,19;16361,41
CASTELLON;L'ALT MAESTRAT;BENASAL;CEREALES PARA GRANO;TRIGO;8,00;3438,77;27510,14;1,19;32722,82
CASTELLON;L'ALT MAESTRAT;CATI;CEREALES PARA GRANO;TRIGO;28,00;3438,77;96285,51;1,19;114529,86
CASTELLON;L'ALT MAESTRAT;CULLA;CEREALES PARA GRANO;TRIGO;2,00;3438,77;6877,54;1,19;8180,70
CASTELLON;L'ALT MAESTRAT;TIRIG;CEREALES PARA GRANO;CEBADA;4,00;3438,77;13755,07;1,19;16361,41
CASTELLON;L'ALT MAESTRAT;TORRE D'EN BESORA (LA);CEREALES PARA GRANO;CEBADA;4,00;3438,77;13755,07;1,19;16361,41
CASTELLON;L'ALT MAESTRAT;VILAR DE CANES;CEREALES PARA GRANO;CEBADA;1,00;3438,77;3438,77;1,19;4090,35
CASTELLON;L'ALT MAESTRAT;VILLAFRANCA DEL CID/VILAFRANCA;CEREALES PARA GRANO;TRIGO;17,00;3438,77;58459,06;1,19;69535,99
CASTELLON;LA PLANA ALTA;ALMAZORA/ALMASSORA;TUBERCULOS C. HUMANO;PATATA TEMPRANA;6,00;3438,77;20632,61;1,19;24542,11
CASTELLON;LA PLANA ALTA;BENICASIM/BENICASSIM;TUBERCULOS C. HUMANO;PATATA MEDIA ESTACION;1,00;3438,77;3438,77;1,19;4090,35
CASTELLON;LA PLANA ALTA;BENLLOCH;CEREALES PARA GRANO;TRIGO;6,00;3438,77;20632,61;1,19;24542,11
CASTELLON;LA PLANA ALTA;BORRIOL;HORTALIZAS;COL Y REPOLLO;6,00;3438,77;20632,61;1,19;24542,11
CASTELLON;LA PLANA ALTA;CABANES;CEREALES PARA GRANO;CEBADA;9,00;3438,77;30948,91;1,19;36813,17
CASTELLON;LA PLANA ALTA;CASTELLO DE LA PLANA;CEREALES PARA GRANO;AVENA;1,00;3438,77;3438,77;1,19;4090,35
CASTELLON;LA PLANA ALTA;COVES DE VINROMA (LES);CEREALES PARA GRANO;CEBADA;83,00;3438,77;285417,75;1,19;339499,23
CASTELLON;LA PLANA ALTA;OROPESA DEL MAR/ORPESA;TUBERCULOS C. HUMANO;PATATA TEMPRANA;7,00;3438,77;24071,38;1,19;28632,46
CASTELLON;LA PLANA ALTA;POBLA TORNESA (LA);CEREALES PARA GRANO;CEBADA;1,00;3438,77;3438,77;1,19;4090,35
CASTELLON;LA PLANA ALTA;SANT JOAN DE MORO;CEREALES PARA GRANO;CEBADA;1,00;3438,77;3438,77;1,19;4090,35
CASTELLON;LA PLANA ALTA;SARRATELLA;CEREALES PARA GRANO;AVENA;3,00;3438,77;10316,30;1,19;12271,06
CASTELLON;LA PLANA ALTA;SIERRA ENGARCERAN;CEREALES PARA GRANO;AVENA;5,00;3438,77;17193,84;1,19;20451,76
CASTELLON;LA PLANA ALTA;TORRE D'EN DOMENEC (LA);CEREALES PARA GRANO;TRIGO;1,00;3438,77;3438,77;1,19;4090,35
CASTELLON;LA PLANA ALTA;TORREBLANCA;CEREALES PARA GRANO;AVENA;1,00;3438,77;3438,77;1,19;4090,35
CASTELLON;LA PLANA ALTA;VALL D'ALBA;CEREALES PARA GRANO;TRIGO;19,00;3438,77;65336,59;1,19;77716,69
CASTELLON;LA PLANA ALTA;VILAFAMES;CEREALES PARA GRANO;TRIGO;2,00;3438,77;6877,54;1,19;8180,70
CASTELLON;LA PLANA ALTA;VILANOVA D'ALCOLEA;CEREALES PARA GRANO;TRIGO;5,00;3438,77;17193,84;1,19;20451,76
CASTELLON;LA PLANA BAIXA;AIN;HORTALIZAS;CEBOLLA;1,00;3438,77;3438,77;1,19;4090,35
CASTELLON;LA PLANA BAIXA;ALCUDIA DE VEO;HORTALIZAS;TOMATE;1,00;3438,77;3438,77;1,19;4090,35
CASTELLON;LA PLANA BAIXA;ALFONDEGUILLA;HORTALIZAS;LECHUGA;1,00;3438,77;3438,77;1,19;4090,35
CASTELLON;LA PLANA BAIXA;ALMENARA;TUBERCULOS C. HUMANO;PATATA TEMPRANA;20,00;3438,77;68775,36;1,19;81807,04
CASTELLON;LA PLANA BAIXA;ALQUERIAS DEL NINO PERDIDO;CEREALES PARA GRANO;CEBADA;1,00;3438,77;3438,77;1,19;4090,35
CASTELLON;LA PLANA BAIXA;ARTANA;HORTALIZAS;COL Y REPOLLO;5,00;3438,77;17193,84;1,19;20451,76
CASTELLON;LA PLANA BAIXA;BETXI;CITRICOS;NARANJO DULCE;77,00;3438,77;264785,14;1,19;314957,11
CASTELLON;LA PLANA BAIXA;BORRIANA/BURRIANA;CULTIVOS INDUSTRIALES;OTROS CULTIVOS INDUSTRIA.;1,00;3438,77;3438,77;1,19;4090,35
CASTELLON;LA PLANA BAIXA;CHILCHES/XILXES;CEREALES PARA GRANO;CEBADA;1,00;3438,77;3438,77;1,19;4090,35
CASTELLON;LA PLANA BAIXA;ESLIDA;TUBERCULOS C. HUMANO;PATATA TEMPRANA;4,00;3438,77;13755,07;1,19;16361,41
CASTELLON;LA PLANA BAIXA;LLOSA (LA);CEREALES PARA GRANO;ARROZ (CASCARA);45,00;3438,77;154744,57;1,19;184065,85
CASTELLON;LA PLANA BAIXA;MONCOFA;CEREALES PARA GRANO;AVENA;1,00;3438,77;3438,77;1,19;4090,35
CASTELLON;LA PLANA BAIXA;NULES;CEREALES PARA GRANO;TRIGO;1,00;3438,77;3438,77;1,19;4090,35
CASTELLON;LA PLANA BAIXA;ONDA;CULTIVOS FORRAJEROS;ALFALFA;2,00;3438,77;6877,54;1,19;8180,70
CASTELLON;LA PLANA BAIXA;RIBESALBES;HORTALIZAS;COL Y REPOLLO;5,00;3438,77;17193,84;1,19;20451,76
CASTELLON;LA PLANA BAIXA;SUERAS/SUERA;TUBERCULOS C. HUMANO;PATATA MEDIA ESTACION;1,00;3438,77;3438,77;1,19;4090,35
CASTELLON;LA PLANA BAIXA;TALES;TUBERCULOS C. HUMANO;PATATA MEDIA ESTACION;1,00;3438,77;3438,77;1,19;4090,35
CASTELLON;LA PLANA BAIXA;VALL D'UIXO (LA);TUBERCULOS C. HUMANO;PATATA TEMPRANA;8,00;3438,77;27510,14;1,19;32722,82
CASTELLON;LA PLANA BAIXA;VILA-REAL;CEREALES PARA GRANO;AVENA;1,00;3438,77;3438,77;1,19;4090,35
CASTELLON;LA PLANA BAIXA;VILAVELLA (LA);HORTALIZAS;TOMATE;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;EL CAMP DE MORVEDRE;ALBALAT DELS TARONGERS;TUBERCULOS C. HUMANO;BONIATO Y BATATA;7,00;3438,77;24071,38;1,19;28632,46
VALENCIA;EL CAMP DE MORVEDRE;ALFARA DE LA BARONIA;CITRICOS;NARANJO DULCE;62,00;3438,77;213203,62;1,19;253601,83
VALENCIA;EL CAMP DE MORVEDRE;ALGAR DE PALANCIA;CITRICOS;NARANJO DULCE;66,00;3438,77;226958,70;1,19;269963,24
VALENCIA;EL CAMP DE MORVEDRE;ALGIMIA DE ALFARA;CITRICOS;NARANJO DULCE;89,00;3438,77;306050,36;1,19;364041,34
VALENCIA;EL CAMP DE MORVEDRE;BENAVITES;HORTALIZAS;SANDIA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;EL CAMP DE MORVEDRE;BENIFAIRO DE LES VALLS;CITRICOS;NARANJO DULCE;53,00;3438,77;182254,71;1,19;216788,66
VALENCIA;EL CAMP DE MORVEDRE;CANET D'EN BERENGUER;CITRICOS;NARANJO DULCE;79,00;3438,77;271662,68;1,19;323137,82
VALENCIA;EL CAMP DE MORVEDRE;ESTIVELLA;FLORES Y P. ORNAMENTALES;PLANTAS ORNAMENTALES;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;EL CAMP DE MORVEDRE;FAURA;HORTALIZAS;CALABACIN;2,00;3438,77;6877,54;1,19;8180,70
VALENCIA;EL CAMP DE MORVEDRE;GILET;CITRICOS;NARANJO DULCE;30,00;3438,77;103163,04;1,19;122710,56
VALENCIA;EL CAMP DE MORVEDRE;PETRES;CITRICOS;NARANJO DULCE;36,00;3438,77;123795,65;1,19;147252,68
VALENCIA;EL CAMP DE MORVEDRE;QUART DE LES VALLS;CITRICOS;NARANJO DULCE;89,00;3438,77;306050,36;1,19;364041,34
VALENCIA;EL CAMP DE MORVEDRE;QUARTELL;HORTALIZAS;MELON;7,00;3438,77;24071,38;1,19;28632,46
VALENCIA;EL CAMP DE MORVEDRE;SAGUNTO/SAGUNT;CEREALES PARA GRANO;AVENA;7,00;3438,77;24071,38;1,19;28632,46
VALENCIA;EL CAMP DE MORVEDRE;SEGART;CITRICOS;NARANJO DULCE;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;EL CAMP DE MORVEDRE;TORRES TORRES;CITRICOS;NARANJO DULCE;37,00;3438,77;127234,42;1,19;151343,03
VALENCIA;EL CAMP DE TURIA;BENAGUASIL;CULTIVOS INDUSTRIALES;OTROS CULTIVOS INDUSTRIA.;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;EL CAMP DE TURIA;BENISANO;FLORES Y P. ORNAMENTALES;PLANTAS ORNAMENTALES;2,00;3438,77;6877,54;1,19;8180,70
VALENCIA;EL CAMP DE TURIA;BETERA;CEREALES PARA GRANO;MAIZ;9,00;3438,77;30948,91;1,19;36813,17
VALENCIA;EL CAMP DE TURIA;CASINOS;FLORES Y P. ORNAMENTALES;PLANTAS ORNAMENTALES;5,00;3438,77;17193,84;1,19;20451,76
VALENCIA;EL CAMP DE TURIA;ELIANA (L');HORTALIZAS;SANDIA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;EL CAMP DE TURIA;GATOVA;HORTALIZAS;COLIFLOR;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;EL CAMP DE TURIA;LLIRIA;FLORES Y P. ORNAMENTALES;ROSA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;EL CAMP DE TURIA;LORIGUILLA;HORTALIZAS;TOMATE;2,00;3438,77;6877,54;1,19;8180,70
VALENCIA;EL CAMP DE TURIA;MARINES;CULTIVOS FORRAJEROS;ALFALFA;2,00;3438,77;6877,54;1,19;8180,70
VALENCIA;EL CAMP DE TURIA;NAQUERA;TUBERCULOS C. HUMANO;BONIATO Y BATATA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;EL CAMP DE TURIA;OLOCAU;FLORES Y P. ORNAMENTALES;PLANTAS ORNAMENTALES;3,00;3438,77;10316,30;1,19;12271,06
VALENCIA;EL CAMP DE TURIA;POBLA DE VALLBONA (LA);CEREALES PARA GRANO;AVENA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;EL CAMP DE TURIA;RIBA-ROJA DE TURIA;FLORES Y P. ORNAMENTALES;PLANTAS ORNAMENTALES;9,00;3438,77;30948,91;1,19;36813,17
VALENCIA;EL CAMP DE TURIA;SAN ANTONIO DE BENAGEBER;CEREALES PARA GRANO;AVENA;4,00;3438,77;13755,07;1,19;16361,41
VALENCIA;EL CAMP DE TURIA;SERRA;CITRICOS;NARANJO DULCE;150,00;3438,77;515815,22;1,19;613552,82
VALENCIA;EL CAMP DE TURIA;VILAMARXANT;FLORES Y P. ORNAMENTALES;PLANTAS ORNAMENTALES;4,00;3438,77;13755,07;1,19;16361,41
VALENCIA;EL VALLE DE AYORA;AYORA;CEREALES PARA GRANO;TRIGO;567,00;3438,77;1949781,52;1,19;2319229,66
VALENCIA;EL VALLE DE AYORA;COFRENTES;CEREALES PARA GRANO;TRIGO;30,00;3438,77;103163,04;1,19;122710,56
VALENCIA;EL VALLE DE AYORA;CORTES DE PALLAS;CEREALES PARA GRANO;TRIGO;10,00;3438,77;34387,68;1,19;40903,52
VALENCIA;EL VALLE DE AYORA;JALANCE;HORTALIZAS;SANDIA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;EL VALLE DE AYORA;JARAFUEL;CEREALES PARA GRANO;TRIGO;50,00;3438,77;171938,41;1,19;204517,61
VALENCIA;EL VALLE DE AYORA;TERESA DE COFRENTES;CEREALES PARA GRANO;CEBADA;5,00;3438,77;17193,84;1,19;20451,76
VALENCIA;EL VALLE DE AYORA;ZARRA;CEREALES PARA GRANO;TRIGO;85,00;3438,77;292295,29;1,19;347679,93
VALENCIA;L'HORTA NORD;ALBALAT DELS SORELLS;TUBERCULOS C. HUMANO;PATATA TEMPRANA;4,00;3438,77;13755,07;1,19;16361,41
VALENCIA;L'HORTA NORD;ALBORAYA;CEREALES PARA GRANO;AVENA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;L'HORTA NORD;ALBUIXECH;TUBERCULOS C. HUMANO;PATATA TEMPRANA;36,00;3438,77;123795,65;1,19;147252,68
VALENCIA;L'HORTA NORD;ALFARA DEL PATRIARCA;TUBERCULOS C. HUMANO;PATATA TARDIA;6,00;3438,77;20632,61;1,19;24542,11
VALENCIA;L'HORTA NORD;ALMASSERA;TUBERCULOS C. HUMANO;PATATA TEMPRANA;19,00;3438,77;65336,59;1,19;77716,69
VALENCIA;L'HORTA NORD;BONREPOS I MIRAMBELL;TUBERCULOS C. HUMANO;PATATA TEMPRANA;10,00;3438,77;34387,68;1,19;40903,52
VALENCIA;L'HORTA NORD;BURJASSOT;TUBERCULOS C. HUMANO;PATATA TEMPRANA;5,00;3438,77;17193,84;1,19;20451,76
VALENCIA;L'HORTA NORD;FOIOS;TUBERCULOS C. HUMANO;PATATA TEMPRANA;15,00;3438,77;51581,52;1,19;61355,28
VALENCIA;L'HORTA NORD;GODELLA;TUBERCULOS C. HUMANO;CHUFA;11,00;3438,77;37826,45;1,19;44993,87
VALENCIA;L'HORTA NORD;MASSALFASSAR;TUBERCULOS C. HUMANO;PATATA TEMPRANA;5,00;3438,77;17193,84;1,19;20451,76
VALENCIA;L'HORTA NORD;MASSAMAGRELL;TUBERCULOS C. HUMANO;PATATA TEMPRANA;3,00;3438,77;10316,30;1,19;12271,06
VALENCIA;L'HORTA NORD;MELIANA;TUBERCULOS C. HUMANO;PATATA TEMPRANA;20,00;3438,77;68775,36;1,19;81807,04
VALENCIA;L'HORTA NORD;MONCADA;TUBERCULOS C. HUMANO;PATATA TEMPRANA;12,00;3438,77;41265,22;1,19;49084,23
VALENCIA;L'HORTA NORD;MUSEROS;TUBERCULOS C. HUMANO;PATATA TEMPRANA;5,00;3438,77;17193,84;1,19;20451,76
VALENCIA;L'HORTA NORD;POBLA DE FARNALS (LA);TUBERCULOS C. HUMANO;PATATA TEMPRANA;11,00;3438,77;37826,45;1,19;44993,87
VALENCIA;L'HORTA NORD;PUCOL;OTROS HERBACEOS;QUINOA;6,00;3438,77;20632,61;1,19;24542,11
VALENCIA;L'HORTA NORD;PUIG;TUBERCULOS C. HUMANO;PATATA TEMPRANA;8,00;3438,77;27510,14;1,19;32722,82
VALENCIA;L'HORTA NORD;RAFELBUNOL/RAFELBUNYOL;FLORES Y P. ORNAMENTALES;PLANTAS ORNAMENTALES;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;L'HORTA NORD;ROCAFORT;TUBERCULOS C. HUMANO;CHUFA;4,00;3438,77;13755,07;1,19;16361,41
VALENCIA;L'HORTA NORD;TAVERNES BLANQUES;TUBERCULOS C. HUMANO;CHUFA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;L'HORTA NORD;VINALESA;TUBERCULOS C. HUMANO;PATATA TEMPRANA;5,00;3438,77;17193,84;1,19;20451,76
VALENCIA;L'HORTA OEST;ALAQUAS;CULTIVOS INDUSTRIALES;OTROS CULTIVOS INDUSTRIA.;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;L'HORTA OEST;ALDAIA;CEREALES PARA GRANO;AVENA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;L'HORTA OEST;MANISES;CEREALES PARA GRANO;AVENA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;L'HORTA OEST;MISLATA;HORTALIZAS;ALCACHOFA;2,00;3438,77;6877,54;1,19;8180,70
VALENCIA;L'HORTA OEST;PATERNA;CEREALES PARA GRANO;AVENA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;L'HORTA OEST;PICANYA;TUBERCULOS C. HUMANO;PATATA TARDIA;3,00;3438,77;10316,30;1,19;12271,06
VALENCIA;L'HORTA OEST;QUART DE POBLET;TUBERCULOS C. HUMANO;PATATA TEMPRANA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;L'HORTA OEST;TORRENT;CEREALES PARA GRANO;AVENA;2,00;3438,77;6877,54;1,19;8180,70
VALENCIA;L'HORTA OEST;XIRIVELLA;TUBERCULOS C. HUMANO;PATATA TEMPRANA;6,00;3438,77;20632,61;1,19;24542,11
VALENCIA;L'HORTA SUD;ALBAL;CEREALES PARA GRANO;ARROZ (CASCARA);65,00;3438,77;223519,93;1,19;265872,89
VALENCIA;L'HORTA SUD;ALCASSER;TUBERCULOS C. HUMANO;PATATA TEMPRANA;13,00;3438,77;44703,99;1,19;53174,58
VALENCIA;L'HORTA SUD;ALFAFAR;CEREALES PARA GRANO;ARROZ (CASCARA);635,00;3438,77;2183617,75;1,19;2597373,61
VALENCIA;L'HORTA SUD;BENETUSSER;VIVEROS;VIVEROS;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;L'HORTA SUD;BENIPARRELL;CEREALES PARA GRANO;TRIGO;2,00;3438,77;6877,54;1,19;8180,70
VALENCIA;L'HORTA SUD;CATARROJA;CEREALES PARA GRANO;ARROZ (CASCARA);364,00;3438,77;1251711,59;1,19;1488888,18
VALENCIA;L'HORTA SUD;LLOCNOU DE LA CORONA;VIVEROS;VIVEROS;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;L'HORTA SUD;MASSANASSA;CEREALES PARA GRANO;ARROZ (CASCARA);238,00;3438,77;818426,81;1,19;973503,81
VALENCIA;L'HORTA SUD;PAIPORTA;TUBERCULOS C. HUMANO;PATATA TEMPRANA;5,00;3438,77;17193,84;1,19;20451,76
VALENCIA;L'HORTA SUD;PICASSENT;TUBERCULOS C. HUMANO;PATATA TEMPRANA;3,00;3438,77;10316,30;1,19;12271,06
VALENCIA;L'HORTA SUD;SEDAVI;CEREALES PARA GRANO;ARROZ (CASCARA);17,00;3438,77;58459,06;1,19;69535,99
VALENCIA;L'HORTA SUD;SILLA;CEREALES PARA GRANO;TRIGO;2,00;3438,77;6877,54;1,19;8180,70
VALENCIA;LA CANAL DE NAVARRES;ANNA;CEREALES PARA GRANO;AVENA;3,00;3438,77;10316,30;1,19;12271,06
VALENCIA;LA CANAL DE NAVARRES;BICORP;CEREALES PARA GRANO;TRIGO;8,00;3438,77;27510,14;1,19;32722,82
VALENCIA;LA CANAL DE NAVARRES;BOLBAITE;CULTIVOS INDUSTRIALES;TABACO (SECO NO FERMENT.);1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA CANAL DE NAVARRES;CHELLA;CEREALES PARA GRANO;AVENA;7,00;3438,77;24071,38;1,19;28632,46
VALENCIA;LA CANAL DE NAVARRES;ENGUERA;CEREALES PARA GRANO;TRIGO;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA CANAL DE NAVARRES;MILLARES;HORTALIZAS;PIMIENTO;2,00;3438,77;6877,54;1,19;8180,70
VALENCIA;LA CANAL DE NAVARRES;NAVARRES;CEREALES PARA GRANO;AVENA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA CANAL DE NAVARRES;QUESA;CEREALES PARA GRANO;AVENA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA COSTERA;ALCUDIA DE CRESPINS (L');HORTALIZAS;PEREJIL;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA COSTERA;BARXETA;CEREALES PARA GRANO;SORGO;2,00;3438,77;6877,54;1,19;8180,70
VALENCIA;LA COSTERA;CANALS;HORTALIZAS;COL Y REPOLLO;3,00;3438,77;10316,30;1,19;12271,06
VALENCIA;LA COSTERA;CERDA;HORTALIZAS;ESPINACA;2,00;3438,77;6877,54;1,19;8180,70
VALENCIA;LA COSTERA;ESTUBENY;CITRICOS;NARANJO DULCE;78,00;3438,77;268223,91;1,19;319047,47
VALENCIA;LA COSTERA;FONT DE LA FIGUERA (LA);CEREALES PARA GRANO;TRIGO;14,00;3438,77;48142,75;1,19;57264,93
VALENCIA;LA COSTERA;GENOVES;FLORES Y P. ORNAMENTALES;PLANTAS ORNAMENTALES;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA COSTERA;GRANJA DE LA COSTERA (LA);HORTALIZAS;AJO TIERNO;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA COSTERA;LLANERA DE RANES;FLORES Y P. ORNAMENTALES;PLANTAS ORNAMENTALES;3,00;3438,77;10316,30;1,19;12271,06
VALENCIA;LA COSTERA;LLOCNOU D'EN FENOLLET;CEREALES PARA GRANO;AVENA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA COSTERA;LLOSA DE RANES (LA);HORTALIZAS;AJO TIERNO;6,00;3438,77;20632,61;1,19;24542,11
VALENCIA;LA COSTERA;MOGENTE/MOIXENT;CEREALES PARA GRANO;TRIGO;51,00;3438,77;175377,17;1,19;208607,96
VALENCIA;LA COSTERA;MONTESA;CULTIVOS INDUSTRIALES;LAVANDA Y LAVANDIN;3,00;3438,77;10316,30;1,19;12271,06
